gpa,english_proficiency,extracurriculars,applied_university_id,applied_major_category,admission_decision
2.52,2,4,4,ធុរកិច្ច,1
3.06,1,1,39,រដ្ឋបាល,1
3.48,2,2,17,ទេសចរណ៍,1
4.0,3,3,19,ច្បាប់,1
3.03,3,4,5,រដ្ឋបាល,1
3.04,3,5,20,ព្រៃឈើ,1
3.7,3,5,28,ទេសចរណ៍,0
2.74,2,5,47,សុខភាព,1
3.42,1,3,2,រដ្ឋបាល,1
2.93,3,3,16,សារព័ត៌មាន,1
3.68,3,5,3,វេជ្ជសាស្ត្រ,1
3.45,5,4,4,បរិស្ថាន,1
3.32,5,1,20,វិស្វកម្ម,1
2.96,10,5,26,វិស្វកម្ម,1
2.93,7,2,36,សារព័ត៌មាន,0
3.72,8,4,28,ស្ថាបត្យកម្ម,1
2.75,10,3,31,ជលផល,1
3.75,2,1,13,បុរាណវិទ្យា,1
2.37,3,3,8,សេដ្ឋកិច្ច,0
2.57,10,5,7,ទំនាក់ទំនងអន្តរជាតិ,1
3.65,9,2,36,វិទ្យាសាស្ត្រ,1
3.17,1,5,1,វិស្វកម្ម,1
3.44,1,0,2,ព្រៃឈើ,1
3.07,1,3,16,បច្ចេកវិទ្យា,0
2.65,6,4,45,អប់រំ,0
2.74,9,4,33,សេដ្ឋកិច្ច,1
2.84,4,3,3,សារព័ត៌មាន,1
3.48,3,5,30,សារព័ត៌មាន,1
2.8,8,3,36,សិល្បៈ,0
2.9,2,5,21,ច្បាប់,1
3.17,5,5,16,អប់រំ,1
3.65,6,0,47,ទេសចរណ៍,1
3.6,4,1,45,វិស្វកម្ម,1
4.0,8,4,33,វិទ្យាសាស្ត្រ,1
3.54,5,4,20,ជលផល,1
2.98,4,0,24,វិទ្យាសាស្ត្រ,0
4.0,8,2,20,ភាសា,1
3.19,6,2,33,ច្បាប់,1
3.96,5,1,46,វិទ្យាសាស្ត្រ,1
3.38,10,5,38,កសិកម្ម,1
3.68,6,2,20,ស្ថាបត្យកម្ម,1
2.44,3,3,15,ភាសា,1
3.34,9,2,48,ទំនាក់ទំនងអន្តរជាតិ,1
2.84,2,2,10,អប់រំ,1
2.63,10,3,6,ព្រៃឈើ,1
3.1,1,1,42,ទំនាក់ទំនងអន្តរជាតិ,1
2.9,2,2,22,រដ្ឋបាល,1
3.52,8,0,37,ស្ថាបត្យកម្ម,1
2.68,3,0,22,ជលផល,1
3.1,7,0,35,ភាសា,0
2.71,5,5,33,ទេសចរណ៍,1
3.58,7,0,14,វិទ្យាសាស្ត្រ,1
2.87,6,5,4,សារព័ត៌មាន,1
3.72,7,4,37,សុខភាព,1
3.69,10,4,21,វិស្វកម្ម,1
3.06,9,0,13,អប់រំ,1
3.53,8,3,12,ធុរកិច្ច,1
3.64,5,5,36,រដ្ឋបាល,0
2.98,10,1,40,សុខភាព,0
3.38,4,0,13,វិស្វកម្ម,1
4.0,3,5,5,ជលផល,1
3.05,6,0,5,សុខភាព,0
2.8,1,4,14,កសិកម្ម,1
2.98,6,0,2,វិស្វកម្ម,1
2.4,10,4,43,កសិកម្ម,1
3.34,4,0,7,ទំនាក់ទំនងអន្តរជាតិ,1
3.14,8,0,12,រដ្ឋបាល,1
2.74,9,1,8,សិល្បៈ,1
2.4,6,0,41,ស្ថាបត្យកម្ម,1
3.4,8,2,41,ព្រៃឈើ,1
3.15,2,5,28,រដ្ឋបាល,0
4.0,8,4,24,អប់រំ,1
3.31,4,4,31,វេជ្ជសាស្ត្រ,1
2.57,2,2,22,សេដ្ឋកិច្ច,1
3.65,2,5,43,បរិស្ថាន,1
3.26,5,5,30,កសិកម្ម,1
2.69,8,5,27,ច្បាប់,1
3.33,6,5,36,បច្ចេកវិទ្យា,0
3.58,7,0,17,ព្រៃឈើ,1
3.42,6,0,48,បច្ចេកវិទ្យា,1
3.07,5,5,19,ទេសចរណ៍,1
3.29,6,3,19,សិល្បៈ,1
3.31,2,1,9,អប់រំ,1
3.27,6,5,38,ស្ថាបត្យកម្ម,1
2.59,3,3,34,សេដ្ឋកិច្ច,1
3.17,8,2,45,បច្ចេកវិទ្យា,1
3.77,2,4,18,សិល្បៈ,1
3.41,8,2,18,ព្រៃឈើ,1
2.54,6,3,35,ព្រៃឈើ,0
3.42,1,0,18,វេជ្ជសាស្ត្រ,1
3.36,6,1,15,ព្រៃឈើ,1
3.43,6,2,9,វេជ្ជសាស្ត្រ,1
3.7,6,2,19,បរិស្ថាន,1
4.0,7,4,43,ធុរកិច្ច,1
3.08,5,2,43,សេដ្ឋកិច្ច,0
2.88,4,4,7,កសិកម្ម,1
3.53,10,3,30,ទំនាក់ទំនងអន្តរជាតិ,1
2.36,6,4,18,រដ្ឋបាល,1
3.73,6,1,23,វិទ្យាសាស្ត្រ,1
3.25,8,4,40,ធុរកិច្ច,1
3.75,10,4,18,ស្ថាបត្យកម្ម,1
2.88,1,1,37,ស្ថាបត្យកម្ម,0
2.73,4,5,35,រដ្ឋបាល,1
3.25,3,0,37,បរិស្ថាន,1
2.96,6,1,42,វិស្វកម្ម,0
2.92,5,2,12,ស្ថាបត្យកម្ម,1
3.19,6,5,4,សិល្បៈ,1
3.01,3,4,41,បុរាណវិទ្យា,1
3.36,9,0,31,ទំនាក់ទំនងអន្តរជាតិ,0
3.31,1,2,47,ព្រៃឈើ,1
3.68,8,1,8,សិល្បៈ,1
3.29,6,5,26,ព្រៃឈើ,1
3.63,5,0,17,បច្ចេកវិទ្យា,1
3.07,4,5,40,ស្ថាបត្យកម្ម,1
2.98,3,0,48,ទំនាក់ទំនងអន្តរជាតិ,1
3.41,9,5,43,សុខភាព,1
3.3,10,3,26,ទំនាក់ទំនងអន្តរជាតិ,1
2.42,9,0,42,ធុរកិច្ច,1
3.68,3,2,47,ភាសា,1
3.37,3,0,34,ទំនាក់ទំនងអន្តរជាតិ,1
3.2,7,3,34,សេដ្ឋកិច្ច,1
3.33,8,4,28,រដ្ឋបាល,1
3.03,9,2,43,ទេសចរណ៍,1
2.23,6,0,33,រដ្ឋបាល,0
3.29,9,5,21,បរិស្ថាន,1
2.61,5,3,5,សិល្បៈ,1
2.86,8,2,45,បុរាណវិទ្យា,1
3.53,5,3,43,វេជ្ជសាស្ត្រ,1
3.65,10,4,39,វិទ្យាសាស្ត្រ,1
2.83,10,4,48,បច្ចេកវិទ្យា,1
2.31,7,5,38,រដ្ឋបាល,1
3.52,6,4,11,វិទ្យាសាស្ត្រ,1
3.3,3,1,3,វិទ្យាសាស្ត្រ,1
3.11,2,2,34,ជលផល,1
3.7,9,2,40,ជលផល,1
3.34,5,1,45,ទំនាក់ទំនងអន្តរជាតិ,1
3.96,5,4,38,អប់រំ,1
3.36,7,3,31,សេដ្ឋកិច្ច,1
3.02,8,1,39,បច្ចេកវិទ្យា,1
3.7,3,1,21,ច្បាប់,1
2.79,8,0,47,ស្ថាបត្យកម្ម,1
3.3,8,2,13,កសិកម្ម,1
3.44,2,2,35,បុរាណវិទ្យា,1
3.53,10,4,6,ព្រៃឈើ,1
3.16,6,2,46,សេដ្ឋកិច្ច,1
3.44,10,5,41,ទេសចរណ៍,1
3.74,8,0,10,វេជ្ជសាស្ត្រ,1
3.2,8,2,11,សារព័ត៌មាន,1
3.1,9,2,11,សេដ្ឋកិច្ច,1
3.15,5,1,45,ទេសចរណ៍,1
2.96,4,2,32,ព្រៃឈើ,1
2.06,8,2,29,អប់រំ,1
3.27,8,0,19,សារព័ត៌មាន,1
2.75,9,1,44,បរិស្ថាន,1
2.79,5,3,2,បច្ចេកវិទ្យា,1
2.91,5,2,15,ច្បាប់,1
3.22,6,5,32,ទេសចរណ៍,1
2.99,6,2,9,វិទ្យាសាស្ត្រ,1
3.19,3,2,37,ជលផល,1
3.26,9,0,16,ធុរកិច្ច,1
3.81,3,5,36,វិស្វកម្ម,0
3.45,3,4,48,ច្បាប់,1
2.9,6,0,22,ភាសា,0
3.19,1,5,29,សារព័ត៌មាន,1
3.46,9,2,16,វេជ្ជសាស្ត្រ,1
3.1,4,4,10,ទំនាក់ទំនងអន្តរជាតិ,1
3.34,6,3,6,ព្រៃឈើ,1
2.67,2,4,25,បច្ចេកវិទ្យា,0
4.0,2,5,25,ទេសចរណ៍,1
3.62,3,1,24,សុខភាព,1
4.0,10,4,47,ទំនាក់ទំនងអន្តរជាតិ,1
2.98,2,2,22,វិស្វកម្ម,1
3.59,3,5,13,បុរាណវិទ្យា,1
3.22,4,1,21,សេដ្ឋកិច្ច,1
2.78,5,5,15,សុខភាព,0
4.0,2,1,35,សារព័ត៌មាន,1
3.37,4,5,46,វេជ្ជសាស្ត្រ,1
2.96,2,4,6,វិទ្យាសាស្ត្រ,1
2.81,9,0,44,កសិកម្ម,1
3.26,4,3,37,បរិស្ថាន,1
3.25,6,0,27,បច្ចេកវិទ្យា,0
2.9,4,4,40,សុខភាព,1
3.35,10,1,19,ទេសចរណ៍,1
2.64,2,1,21,ច្បាប់,1
3.4,4,4,32,បច្ចេកវិទ្យា,1
3.02,4,3,22,ព្រៃឈើ,1
3.2,4,4,29,ច្បាប់,1
2.81,4,3,21,ទំនាក់ទំនងអន្តរជាតិ,1
3.0,6,5,23,ច្បាប់,1
3.7,9,2,45,សារព័ត៌មាន,1
3.02,7,3,34,ធុរកិច្ច,1
3.75,9,0,24,ស្ថាបត្យកម្ម,1
3.55,4,3,17,សិល្បៈ,1
3.42,1,3,7,ព្រៃឈើ,1
2.99,8,5,46,សារព័ត៌មាន,1
2.32,4,1,1,ទេសចរណ៍,1
3.19,2,2,20,ភាសា,1
3.12,2,5,47,ស្ថាបត្យកម្ម,1
3.17,10,4,24,ច្បាប់,1
2.8,2,4,20,ទំនាក់ទំនងអន្តរជាតិ,1
3.08,1,3,23,អប់រំ,1
3.18,8,1,39,ធុរកិច្ច,1
2.59,1,2,19,វេជ្ជសាស្ត្រ,1
3.53,9,0,14,សុខភាព,0
3.01,4,2,37,ស្ថាបត្យកម្ម,1
3.27,4,2,40,សិល្បៈ,0
2.85,2,1,46,អប់រំ,1
2.86,6,5,36,ស្ថាបត្យកម្ម,0
3.23,6,5,18,ទំនាក់ទំនងអន្តរជាតិ,1
2.76,7,1,39,សុខភាព,1
3.24,9,0,21,បច្ចេកវិទ្យា,1
3.72,2,5,41,ទំនាក់ទំនងអន្តរជាតិ,1
3.5,7,5,37,កសិកម្ម,1
3.92,5,2,8,សារព័ត៌មាន,1
4.0,1,3,17,បច្ចេកវិទ្យា,1
3.45,6,3,7,វេជ្ជសាស្ត្រ,1
2.71,1,5,14,សារព័ត៌មាន,1
2.55,9,1,14,ទេសចរណ៍,0
3.65,10,4,23,ធុរកិច្ច,1
2.39,5,1,10,ជលផល,1
3.89,2,3,38,ជលផល,1
3.91,10,4,5,បរិស្ថាន,1
3.61,9,5,11,អប់រំ,1
3.28,3,2,20,សារព័ត៌មាន,1
2.94,4,1,10,វិស្វកម្ម,0
3.55,9,4,48,វេជ្ជសាស្ត្រ,1
3.71,1,5,7,វិស្វកម្ម,1
3.34,3,2,32,ទំនាក់ទំនងអន្តរជាតិ,1
3.37,5,5,35,វិស្វកម្ម,1
2.9,1,0,25,សុខភាព,0
3.27,2,4,16,អប់រំ,1
3.84,8,2,26,កសិកម្ម,1
3.76,7,2,15,បុរាណវិទ្យា,1
3.05,7,4,32,សារព័ត៌មាន,1
3.17,7,1,37,រដ្ឋបាល,1
3.12,1,1,10,សុខភាព,1
2.67,4,5,23,ទេសចរណ៍,1
3.2,9,4,40,ភាសា,1
3.25,1,1,20,វិទ្យាសាស្ត្រ,1
3.47,2,2,9,សុខភាព,1
3.1,5,2,35,សិល្បៈ,1
3.7,1,3,25,សារព័ត៌មាន,1
2.88,8,4,34,ព្រៃឈើ,1
3.32,3,1,30,សិល្បៈ,1
3.13,1,5,40,អប់រំ,1
3.31,1,5,3,ទេសចរណ៍,1
3.09,8,1,3,បច្ចេកវិទ្យា,0
3.73,3,3,45,ធុរកិច្ច,1
3.43,8,3,48,ទំនាក់ទំនងអន្តរជាតិ,1
3.07,5,1,11,បុរាណវិទ្យា,1
3.77,6,5,13,បរិស្ថាន,1
3.17,4,1,32,ស្ថាបត្យកម្ម,0
3.99,2,1,8,វេជ្ជសាស្ត្រ,1
2.87,4,3,1,សុខភាព,1
3.35,7,3,24,បច្ចេកវិទ្យា,1
3.97,7,4,41,ច្បាប់,1
2.94,5,3,16,សារព័ត៌មាន,1
3.51,3,4,46,សុខភាព,1
3.5,3,0,19,ធុរកិច្ច,0
2.75,4,5,37,រដ្ឋបាល,1
2.82,7,3,32,វេជ្ជសាស្ត្រ,1
2.86,8,4,27,អប់រំ,1
3.06,4,5,48,ជលផល,1
3.81,6,1,47,ព្រៃឈើ,1
2.46,6,0,31,កសិកម្ម,1
3.16,2,1,6,ធុរកិច្ច,1
3.35,7,0,18,សិល្បៈ,1
3.01,4,4,31,សារព័ត៌មាន,1
3.65,9,0,39,ជលផល,1
3.42,8,3,8,ច្បាប់,1
3.97,1,5,6,វិទ្យាសាស្ត្រ,1
3.09,3,2,23,វិទ្យាសាស្ត្រ,1
3.2,10,2,24,កសិកម្ម,1
3.31,1,3,4,វិស្វកម្ម,1
3.02,4,5,27,ជលផល,1
2.54,4,1,5,ស្ថាបត្យកម្ម,1
2.66,10,2,1,សិល្បៈ,1
3.21,3,3,45,ច្បាប់,1
3.25,2,2,3,សុខភាព,0
3.11,4,0,48,ជលផល,1
3.23,3,3,14,សេដ្ឋកិច្ច,1
3.87,1,3,45,ទំនាក់ទំនងអន្តរជាតិ,1
3.63,8,2,47,សុខភាព,1
3.99,8,1,28,វិស្វកម្ម,1
2.85,7,2,18,កសិកម្ម,1
3.7,7,2,16,សិល្បៈ,1
3.17,8,1,47,វេជ្ជសាស្ត្រ,1
3.26,10,0,28,អប់រំ,1
4.0,4,1,48,បរិស្ថាន,1
3.26,4,2,41,ទំនាក់ទំនងអន្តរជាតិ,1
3.78,2,1,9,រដ្ឋបាល,1
3.04,10,1,36,រដ្ឋបាល,1
3.32,8,1,48,បុរាណវិទ្យា,1
3.31,9,2,37,វិទ្យាសាស្ត្រ,1
3.5,7,1,12,បុរាណវិទ្យា,1
3.56,5,4,3,រដ្ឋបាល,1
3.57,6,0,21,បរិស្ថាន,1
3.73,1,3,44,ទេសចរណ៍,1
4.0,3,2,12,សុខភាព,1
3.15,10,4,4,ទេសចរណ៍,1
3.21,2,5,4,ព្រៃឈើ,1
3.26,7,4,13,វិស្វកម្ម,1
3.81,7,3,10,ធុរកិច្ច,1
2.92,8,5,7,វេជ្ជសាស្ត្រ,1
2.99,4,5,7,ព្រៃឈើ,1
2.74,9,2,44,រដ្ឋបាល,1
2.69,9,2,46,រដ្ឋបាល,1
2.94,4,4,8,ច្បាប់,1
3.76,6,1,8,ព្រៃឈើ,1
3.08,10,3,20,ភាសា,1
3.37,3,0,34,ភាសា,1
3.23,7,3,48,វិស្វកម្ម,0
2.94,5,3,37,ច្បាប់,1
3.09,3,5,17,ច្បាប់,1
3.38,4,2,10,ទំនាក់ទំនងអន្តរជាតិ,1
2.71,1,1,29,ធុរកិច្ច,1
3.23,2,1,34,វិទ្យាសាស្ត្រ,1
3.64,4,3,18,ជលផល,1
2.79,9,1,17,សារព័ត៌មាន,1
2.86,2,5,43,ទំនាក់ទំនងអន្តរជាតិ,1
2.94,6,1,28,វិស្វកម្ម,0
3.95,4,0,42,កសិកម្ម,0
3.85,9,1,47,វិស្វកម្ម,1
3.82,1,2,43,រដ្ឋបាល,1
2.86,5,3,31,វិទ្យាសាស្ត្រ,1
3.81,4,3,36,អប់រំ,0
3.52,2,0,35,ព្រៃឈើ,1
3.16,4,4,33,សិល្បៈ,1
3.46,6,0,29,ភាសា,1
2.38,6,5,15,វេជ្ជសាស្ត្រ,0
3.65,9,3,29,បុរាណវិទ្យា,1
3.36,5,3,5,ជលផល,1
3.27,5,3,37,ព្រៃឈើ,1
2.96,3,3,26,ភាសា,0
2.78,7,0,48,ស្ថាបត្យកម្ម,1
3.52,9,0,29,សារព័ត៌មាន,1
3.18,6,4,21,អប់រំ,1
3.53,4,0,8,បរិស្ថាន,1
3.56,4,5,32,ស្ថាបត្យកម្ម,1
3.13,6,0,34,រដ្ឋបាល,1
3.35,7,0,16,សិល្បៈ,1
3.46,5,3,45,ភាសា,1
2.82,7,3,33,វេជ្ជសាស្ត្រ,1
2.78,6,4,9,សិល្បៈ,1
3.33,8,4,15,រដ្ឋបាល,1
3.06,1,4,5,រដ្ឋបាល,1
2.7,6,0,12,កសិកម្ម,1
3.49,7,5,10,ភាសា,1
3.05,1,1,31,កសិកម្ម,1
3.17,9,5,45,កសិកម្ម,1
3.63,2,2,45,សារព័ត៌មាន,1
3.75,10,4,9,ព្រៃឈើ,1
3.59,4,1,17,រដ្ឋបាល,1
3.14,9,1,4,រដ្ឋបាល,1
2.62,6,1,41,សិល្បៈ,1
3.16,9,1,13,រដ្ឋបាល,1
2.77,1,2,27,វិទ្យាសាស្ត្រ,0
2.37,5,5,12,ស្ថាបត្យកម្ម,1
2.86,8,2,18,ធុរកិច្ច,0
3.32,2,2,26,វេជ្ជសាស្ត្រ,1
2.98,3,3,2,រដ្ឋបាល,1
3.34,7,0,1,អប់រំ,1
3.52,3,2,34,សារព័ត៌មាន,1
2.96,4,3,34,វេជ្ជសាស្ត្រ,1
2.37,6,2,18,កសិកម្ម,1
3.21,1,3,11,ជលផល,1
3.18,2,0,48,សុខភាព,1
2.88,9,2,21,ទំនាក់ទំនងអន្តរជាតិ,1
3.52,5,2,44,ភាសា,1
3.46,5,2,29,រដ្ឋបាល,1
3.02,1,5,38,សារព័ត៌មាន,1
3.49,9,4,22,វិទ្យាសាស្ត្រ,1
3.69,4,5,41,ព្រៃឈើ,1
3.12,2,4,34,បរិស្ថាន,1
3.94,7,0,19,ព្រៃឈើ,1
2.86,3,2,40,អប់រំ,1
3.18,8,0,28,វេជ្ជសាស្ត្រ,1
3.3,2,4,15,ភាសា,1
3.21,2,1,30,ច្បាប់,1
3.3,5,2,23,ជលផល,1
3.1,5,4,48,បរិស្ថាន,1
4.0,7,2,39,សេដ្ឋកិច្ច,1
3.08,3,1,35,អប់រំ,1
3.97,7,3,33,ច្បាប់,1
3.13,3,3,47,វិទ្យាសាស្ត្រ,1
3.65,6,4,24,សុខភាព,1
2.92,8,5,4,បុរាណវិទ្យា,1
3.26,2,4,15,សិល្បៈ,1
3.13,3,3,12,សារព័ត៌មាន,1
3.31,6,2,30,ព្រៃឈើ,1
3.0,6,2,40,សេដ្ឋកិច្ច,1
3.48,10,0,26,សិល្បៈ,1
3.12,3,1,22,វេជ្ជសាស្ត្រ,1
3.15,3,4,16,ធុរកិច្ច,0
3.41,1,0,41,អប់រំ,1
2.52,7,5,43,ស្ថាបត្យកម្ម,1
3.59,3,2,28,ទេសចរណ៍,0
2.88,2,1,1,សុខភាព,1
3.37,3,5,21,ទេសចរណ៍,1
2.72,9,4,12,ច្បាប់,0
3.05,2,0,17,ភាសា,1
2.89,7,4,20,កសិកម្ម,1
3.17,8,1,43,បុរាណវិទ្យា,1
3.42,6,0,14,សុខភាព,0
2.85,6,4,4,បច្ចេកវិទ្យា,1
3.31,4,5,21,រដ្ឋបាល,1
3.52,9,2,36,សិល្បៈ,1
2.64,8,4,35,វិស្វកម្ម,1
2.46,8,3,4,វិទ្យាសាស្ត្រ,1
3.41,9,5,22,រដ្ឋបាល,1
2.41,3,5,30,សុខភាព,1
3.21,10,4,12,ស្ថាបត្យកម្ម,1
3.1,6,4,37,ទំនាក់ទំនងអន្តរជាតិ,1
3.31,7,1,19,វេជ្ជសាស្ត្រ,1
2.66,9,5,31,ច្បាប់,1
2.67,1,5,5,បុរាណវិទ្យា,1
3.27,1,1,43,ទេសចរណ៍,0
3.03,6,3,27,បច្ចេកវិទ្យា,0
2.56,3,3,7,សេដ្ឋកិច្ច,1
2.93,8,0,35,ស្ថាបត្យកម្ម,1
3.38,3,5,42,សេដ្ឋកិច្ច,1
3.58,4,5,10,សិល្បៈ,1
3.2,4,2,30,បរិស្ថាន,1
2.69,3,2,10,ស្ថាបត្យកម្ម,0
3.31,9,3,2,ស្ថាបត្យកម្ម,1
3.02,7,2,22,បច្ចេកវិទ្យា,1
3.15,3,3,43,ព្រៃឈើ,1
2.74,2,4,37,ទេសចរណ៍,1
3.74,5,5,38,សិល្បៈ,1
3.22,9,5,29,ច្បាប់,1
3.44,6,4,35,បរិស្ថាន,1
2.92,2,3,15,បរិស្ថាន,1
3.67,7,0,39,បរិស្ថាន,1
3.58,3,2,5,រដ្ឋបាល,1
3.63,8,2,38,វិទ្យាសាស្ត្រ,1
3.43,5,3,6,ទេសចរណ៍,1
2.63,7,3,35,ព្រៃឈើ,1
4.0,3,3,45,បុរាណវិទ្យា,1
3.48,3,4,14,វេជ្ជសាស្ត្រ,0
3.05,10,5,10,ទំនាក់ទំនងអន្តរជាតិ,1
3.41,10,2,47,ជលផល,1
3.36,9,5,37,ស្ថាបត្យកម្ម,1
2.77,6,4,40,សេដ្ឋកិច្ច,1
3.1,7,4,30,វិស្វកម្ម,1
3.34,1,5,14,ធុរកិច្ច,1
3.02,2,0,28,កសិកម្ម,0
2.7,3,1,22,ជលផល,1
3.04,4,5,16,ធុរកិច្ច,0
3.46,8,0,22,សារព័ត៌មាន,1
3.36,7,0,4,វិទ្យាសាស្ត្រ,1
3.48,4,2,3,សារព័ត៌មាន,1
3.87,4,0,48,សិល្បៈ,1
2.78,10,0,16,សេដ្ឋកិច្ច,1
2.73,7,3,1,សិល្បៈ,1
3.8,8,1,37,សារព័ត៌មាន,1
3.32,7,5,25,ច្បាប់,1
3.14,2,5,33,ធុរកិច្ច,1
2.64,8,2,9,ព្រៃឈើ,1
3.88,9,0,35,វេជ្ជសាស្ត្រ,1
3.53,1,0,42,រដ្ឋបាល,1
2.67,5,0,6,សុខភាព,0
3.44,4,3,23,ព្រៃឈើ,1
3.03,9,1,43,ស្ថាបត្យកម្ម,1
3.49,10,4,15,ទេសចរណ៍,1
2.55,5,4,8,បច្ចេកវិទ្យា,1
2.84,7,1,6,ភាសា,1
2.35,8,0,27,ជលផល,0
3.38,6,0,33,ច្បាប់,1
3.14,3,4,24,សុខភាព,1
2.58,5,0,4,ធុរកិច្ច,1
3.06,4,4,43,ស្ថាបត្យកម្ម,1
3.43,7,4,8,អប់រំ,1
2.25,2,4,19,វិស្វកម្ម,1
3.7,7,5,14,វិស្វកម្ម,1
2.92,10,0,14,ច្បាប់,1
2.69,5,0,5,ស្ថាបត្យកម្ម,1
3.49,8,5,22,ច្បាប់,1
3.03,1,2,42,សារព័ត៌មាន,1
3.02,5,2,13,សុខភាព,1
3.55,6,1,42,កសិកម្ម,1
3.21,1,2,38,បរិស្ថាន,1
3.63,5,3,43,ព្រៃឈើ,1
2.79,8,4,6,សារព័ត៌មាន,1
2.7,10,3,45,ស្ថាបត្យកម្ម,1
2.83,3,5,15,បច្ចេកវិទ្យា,1
3.15,6,0,32,បច្ចេកវិទ្យា,1
3.11,1,5,25,វិស្វកម្ម,1
2.9,8,0,4,បរិស្ថាន,1
3.27,10,1,16,ទំនាក់ទំនងអន្តរជាតិ,1
2.89,10,3,8,ច្បាប់,1
2.96,2,0,12,ទេសចរណ៍,0
3.46,9,5,28,សេដ្ឋកិច្ច,1
3.81,2,3,13,ជលផល,1
2.8,8,0,8,បុរាណវិទ្យា,1
2.86,1,3,26,កសិកម្ម,1
3.26,10,4,42,អប់រំ,1
2.65,4,4,6,ព្រៃឈើ,1
2.73,2,5,25,សិល្បៈ,1
3.71,10,4,6,វេជ្ជសាស្ត្រ,1
2.76,10,4,34,វេជ្ជសាស្ត្រ,1
4.0,7,0,18,ធុរកិច្ច,1
2.91,6,1,5,ទំនាក់ទំនងអន្តរជាតិ,1
3.33,8,1,27,ច្បាប់,1
2.29,5,3,23,ទេសចរណ៍,0
3.25,2,0,26,វិទ្យាសាស្ត្រ,1
3.45,8,3,40,ជលផល,1
2.91,7,0,23,សេដ្ឋកិច្ច,1
2.2,2,1,24,វិស្វកម្ម,0
3.68,5,4,44,សេដ្ឋកិច្ច,1
3.93,9,4,27,ទេសចរណ៍,1
2.52,8,5,33,ច្បាប់,1
3.02,3,3,31,ធុរកិច្ច,1
2.86,3,2,38,ច្បាប់,1
3.2,9,2,32,ស្ថាបត្យកម្ម,1
3.28,4,2,15,អប់រំ,1
3.34,9,2,5,បច្ចេកវិទ្យា,1
3.92,8,4,23,ទំនាក់ទំនងអន្តរជាតិ,1
3.35,8,1,5,ច្បាប់,1
3.02,8,2,14,អប់រំ,1
3.09,3,4,15,បុរាណវិទ្យា,1
3.77,7,0,7,វិស្វកម្ម,1
3.64,10,1,33,សុខភាព,1
2.89,4,4,48,សិល្បៈ,1
3.97,5,4,14,ធុរកិច្ច,1
3.86,3,3,31,កសិកម្ម,1
3.4,1,3,15,វេជ្ជសាស្ត្រ,0
3.75,3,1,17,បច្ចេកវិទ្យា,1
2.68,8,2,1,ទំនាក់ទំនងអន្តរជាតិ,1
3.8,7,3,23,ច្បាប់,1
3.71,9,5,41,បរិស្ថាន,1
2.84,7,1,14,ភាសា,1
2.85,3,4,46,វិស្វកម្ម,1
3.5,8,3,21,ជលផល,1
2.31,2,5,27,សិល្បៈ,1
3.16,3,4,10,ភាសា,1
3.58,4,5,22,សុខភាព,1
3.74,4,4,31,វិស្វកម្ម,1
3.28,9,2,29,ទំនាក់ទំនងអន្តរជាតិ,1
3.71,5,1,5,ព្រៃឈើ,1
3.25,8,3,45,ទេសចរណ៍,1
3.86,3,5,39,បច្ចេកវិទ្យា,1
3.23,3,4,8,វេជ្ជសាស្ត្រ,1
3.71,3,0,41,រដ្ឋបាល,1
2.76,2,5,13,ព្រៃឈើ,1
2.79,8,5,19,ជលផល,1
2.65,2,3,24,វិទ្យាសាស្ត្រ,1
3.43,10,4,8,វេជ្ជសាស្ត្រ,1
3.33,8,2,29,អប់រំ,1
3.07,8,4,23,ច្បាប់,1
3.12,3,3,15,ធុរកិច្ច,0
3.22,6,2,48,រដ្ឋបាល,1
3.98,2,5,5,ទេសចរណ៍,1
3.45,4,5,24,រដ្ឋបាល,1
3.98,7,5,32,វេជ្ជសាស្ត្រ,1
3.57,1,2,33,សេដ្ឋកិច្ច,1
2.78,6,4,39,សុខភាព,1
2.9,7,0,25,បច្ចេកវិទ្យា,0
3.14,3,2,34,វិស្វកម្ម,0
2.82,5,3,42,បច្ចេកវិទ្យា,1
2.7,4,3,16,ជលផល,1
3.39,8,0,29,ព្រៃឈើ,1
2.95,3,4,6,ស្ថាបត្យកម្ម,1
2.8,6,4,22,ទេសចរណ៍,0
3.0,2,3,26,វិទ្យាសាស្ត្រ,1
3.39,3,5,5,សេដ្ឋកិច្ច,1
3.38,1,4,42,រដ្ឋបាល,1
2.94,2,3,45,សុខភាព,1
3.64,9,5,28,សុខភាព,1
3.04,1,5,1,រដ្ឋបាល,1
3.36,7,4,24,សុខភាព,1
2.49,1,5,26,ព្រៃឈើ,1
2.0,4,1,1,វេជ្ជសាស្ត្រ,0
3.32,4,2,39,វិទ្យាសាស្ត្រ,1
3.46,4,0,3,ព្រៃឈើ,1
3.55,9,1,28,អប់រំ,1
3.36,8,1,29,កសិកម្ម,1
3.03,3,4,6,បច្ចេកវិទ្យា,1
3.53,3,3,12,ធុរកិច្ច,1
3.09,10,2,15,ភាសា,1
3.68,6,4,9,វិទ្យាសាស្ត្រ,1
3.11,3,3,12,ព្រៃឈើ,1
3.42,2,3,40,ស្ថាបត្យកម្ម,1
3.41,9,2,4,ភាសា,1
3.06,7,5,11,វេជ្ជសាស្ត្រ,1
3.41,7,4,35,ទេសចរណ៍,1
2.57,8,3,41,បច្ចេកវិទ្យា,1
3.13,10,1,4,រដ្ឋបាល,1
